CustomerID,Total_Orders,Total_Quantity,Total_Spending,Average_Order_Value,Average_Unit_Price,Average_Items_In_Cart,First_Purchase,Last_Purchase,Customer_Tenure,Days_Since_Last_Order,Purchase_Frequency,Favorite_Product,Preferred_Payment,Preferred_Referral,Cluster
C39911,1,4.0,2073.6,2073.6,518.4,7.0,2023-08-28,2023-08-28,672,672,0.0,Phone,Credit Card,Facebook,5
C40136,1,3.0,1039.56,1039.56,346.52,3.0,2023-03-09,2023-03-09,844,844,0.0,Printer,Credit Card,Google,1
C40140,1,5.0,363.2,363.2,72.64,7.0,2024-02-21,2024-02-21,495,495,0.0,Phone,Credit Card,Email,2
C40201,1,2.0,185.82,185.82,92.91,3.0,2024-09-25,2024-09-25,278,278,0.0,Laptop,Cash,Instagram,0
C40304,1,4.0,479.36,479.36,119.84,8.0,2025-06-01,2025-06-01,29,29,0.03,Laptop,Gift Card,Referral,0
C40427,1,1.0,613.98,613.98,613.98,4.0,2023-08-20,2023-08-20,680,680,0.0,Phone,Online,Facebook,2
C40466,1,1.0,541.64,541.64,541.64,5.0,2024-09-04,2024-09-04,299,299,0.0,Desk,Debit Card,Email,7
C40538,1,2.0,423.64,423.64,211.82,4.0,2024-11-25,2024-11-25,217,217,0.0,Desk,Gift Card,Email,7
C40648,1,2.0,603.76,603.76,301.88,5.0,2023-03-09,2023-03-09,844,844,0.0,Laptop,Gift Card,Email,0
C40771,1,4.0,697.96,697.96,174.49,5.0,2024-12-14,2024-12-14,198,198,0.01,Laptop,Credit Card,Facebook,0
C40798,1,3.0,1081.98,1081.98,360.66,5.0,2023-02-02,2023-02-02,879,879,0.0,Tablet,Online,Instagram,3
C40863,1,3.0,489.39,489.39,163.13,5.0,2024-11-24,2024-11-24,218,218,0.0,Chair,Gift Card,Facebook,1
C40882,1,4.0,868.52,868.52,217.13,8.0,2025-01-24,2025-01-24,157,157,0.01,Desk,Cash,Email,7
C40949,1,2.0,1105.26,1105.26,552.63,7.0,2024-08-31,2024-08-31,303,303,0.0,Monitor,Debit Card,Instagram,6
C40967,1,5.0,287.25,287.25,57.45,10.0,2025-03-16,2025-03-16,106,106,0.01,Monitor,Cash,Facebook,6
C41132,1,1.0,381.61,381.61,381.61,5.0,2023-04-03,2023-04-03,819,819,0.0,Chair,Debit Card,Email,1
C41137,1,3.0,1347.39,1347.39,449.13,5.0,2025-01-27,2025-01-27,154,154,0.01,Chair,Cash,Referral,1
C41284,1,4.0,737.92,737.92,184.48,4.0,2024-03-31,2024-03-31,456,456,0.0,Laptop,Online,Google,0
C41320,1,3.0,1709.52,1709.52,569.84,8.0,2024-08-04,2024-08-04,330,330,0.0,Printer,Gift Card,Instagram,5
C41331,1,5.0,1203.05,1203.05,240.61,10.0,2023-05-25,2023-05-25,767,767,0.0,Monitor,Credit Card,Email,6
C41460,1,5.0,747.75,747.75,149.55,9.0,2023-05-12,2023-05-12,780,780,0.0,Monitor,Cash,Facebook,6
C41478,1,4.0,2138.28,2138.28,534.57,6.0,2023-08-13,2023-08-13,687,687,0.0,Printer,Credit Card,Facebook,5
C41508,1,4.0,429.96,429.96,107.49,5.0,2024-06-25,2024-06-25,370,370,0.0,Printer,Cash,Google,1
C41598,1,3.0,1472.76,1472.76,490.92,5.0,2023-12-11,2023-12-11,567,567,0.0,Chair,Credit Card,Email,5
C41709,1,2.0,712.7,712.7,356.35,6.0,2023-06-16,2023-06-16,745,745,0.0,Desk,Debit Card,Facebook,7
C41903,1,3.0,160.8,160.8,53.6,4.0,2023-10-09,2023-10-09,630,630,0.0,Desk,Cash,Facebook,7
C41974,1,3.0,2099.79,2099.79,699.93,7.0,2024-11-30,2024-11-30,212,212,0.0,Laptop,Cash,Google,0
C42108,1,2.0,641.36,641.36,320.68,5.0,2024-06-19,2024-06-19,376,376,0.0,Desk,Credit Card,Referral,7
C42235,1,4.0,1193.44,1193.44,298.36,8.0,2023-10-31,2023-10-31,608,608,0.0,Chair,Debit Card,Google,1
C42270,1,2.0,482.98,482.98,241.49,7.0,2024-04-24,2024-04-24,432,432,0.0,Phone,Debit Card,Instagram,2
C42306,1,3.0,612.81,612.81,204.27,4.0,2024-04-23,2024-04-23,433,433,0.0,Phone,Online,Google,2
C42365,1,1.0,214.08,214.08,214.08,2.0,2024-11-23,2024-11-23,219,219,0.0,Tablet,Gift Card,Google,3
C42372,1,4.0,1093.0,1093.0,273.25,5.0,2025-04-09,2025-04-09,82,82,0.01,Phone,Debit Card,Referral,2
C42451,1,5.0,665.05,665.05,133.01,10.0,2025-04-11,2025-04-11,80,80,0.01,Tablet,Credit Card,Facebook,3
C42577,1,1.0,399.98,399.98,399.98,3.0,2024-07-24,2024-07-24,341,341,0.0,Monitor,Debit Card,Email,6
C42949,1,1.0,660.66,660.66,660.66,3.0,2023-11-29,2023-11-29,579,579,0.0,Printer,Debit Card,Instagram,1
C43124,1,4.0,2773.44,2773.44,693.36,8.0,2023-05-04,2023-05-04,788,788,0.0,Chair,Online,Instagram,5
C43212,1,4.0,2200.56,2200.56,550.14,4.0,2024-06-26,2024-06-26,369,369,0.0,Monitor,Debit Card,Instagram,6
C43249,1,3.0,1391.43,1391.43,463.81,8.0,2025-03-08,2025-03-08,114,114,0.01,Printer,Online,Email,1
C43330,1,3.0,580.47,580.47,193.49,6.0,2023-12-27,2023-12-27,551,551,0.0,Monitor,Gift Card,Facebook,6
C43335,1,2.0,548.24,548.24,274.12,6.0,2025-06-28,2025-06-28,2,2,0.33,Phone,Cash,Referral,2
C43338,1,3.0,1435.95,1435.95,478.65,4.0,2023-05-11,2023-05-11,781,781,0.0,Monitor,Online,Referral,6
C43443,1,5.0,3129.85,3129.85,625.97,9.0,2023-12-29,2023-12-29,549,549,0.0,Tablet,Credit Card,Instagram,5
C43524,1,5.0,2621.3,2621.3,524.26,5.0,2024-01-10,2024-01-10,537,537,0.0,Phone,Gift Card,Referral,5
C43538,1,3.0,1290.18,1290.18,430.06,8.0,2025-05-13,2025-05-13,48,48,0.02,Desk,Gift Card,Instagram,7
C43545,1,5.0,1876.25,1876.25,375.25,9.0,2024-12-22,2024-12-22,190,190,0.01,Monitor,Gift Card,Email,6
C43546,1,3.0,485.91,485.91,161.97,4.0,2025-06-08,2025-06-08,22,22,0.04,Monitor,Cash,Email,6
C43595,1,5.0,2807.4,2807.4,561.48,9.0,2025-05-13,2025-05-13,48,48,0.02,Printer,Online,Facebook,5
C43721,1,1.0,131.61,131.61,131.61,2.0,2023-02-06,2023-02-06,875,875,0.0,Phone,Cash,Facebook,2
C43842,1,2.0,1303.14,1303.14,651.57,7.0,2024-10-19,2024-10-19,254,254,0.0,Chair,Debit Card,Facebook,5
C43867,1,1.0,524.06,524.06,524.06,3.0,2024-07-25,2024-07-25,340,340,0.0,Tablet,Debit Card,Email,3
C43911,1,4.0,1674.84,1674.84,418.71,8.0,2023-06-11,2023-06-11,750,750,0.0,Chair,Cash,Instagram,5
C43919,1,3.0,1804.8,1804.8,601.6,7.0,2024-10-17,2024-10-17,256,256,0.0,Tablet,Credit Card,Facebook,3
C43965,1,2.0,359.92,359.92,179.96,5.0,2025-01-11,2025-01-11,170,170,0.01,Tablet,Gift Card,Instagram,3
C44148,1,4.0,1505.72,1505.72,376.43,5.0,2025-02-10,2025-02-10,140,140,0.01,Desk,Gift Card,Instagram,7
C44176,1,1.0,77.64,77.64,77.64,1.0,2025-02-28,2025-02-28,122,122,0.01,Desk,Credit Card,Facebook,7
C44267,1,2.0,853.4,853.4,426.7,5.0,2025-03-22,2025-03-22,100,100,0.01,Monitor,Online,Referral,6
C44277,1,1.0,458.63,458.63,458.63,4.0,2024-04-28,2024-04-28,428,428,0.0,Tablet,Debit Card,Referral,3
C44366,1,2.0,776.44,776.44,388.22,2.0,2023-01-04,2023-01-04,908,908,0.0,Laptop,Cash,Instagram,0
C44492,1,5.0,277.05,277.05,55.41,5.0,2023-10-24,2023-10-24,615,615,0.0,Laptop,Online,Google,0
C44619,1,3.0,475.11,475.11,158.37,6.0,2025-03-05,2025-03-05,117,117,0.01,Monitor,Cash,Referral,6
C44674,1,1.0,627.34,627.34,627.34,1.0,2024-11-11,2024-11-11,231,231,0.0,Laptop,Online,Referral,0
C44733,1,1.0,87.06,87.06,87.06,4.0,2025-03-01,2025-03-01,121,121,0.01,Desk,Credit Card,Email,7
C44778,1,1.0,153.0,153.0,153.0,4.0,2023-10-25,2023-10-25,614,614,0.0,Phone,Credit Card,Referral,2
C45104,1,1.0,687.89,687.89,687.89,1.0,2025-06-16,2025-06-16,14,14,0.07,Tablet,Cash,Email,3
C45175,1,1.0,70.82,70.82,70.82,1.0,2023-01-08,2023-01-08,904,904,0.0,Phone,Gift Card,Instagram,2
C45187,1,5.0,420.65,420.65,84.13,9.0,2023-06-28,2023-06-28,733,733,0.0,Desk,Online,Google,7
C45482,1,2.0,198.2,198.2,99.1,6.0,2023-03-09,2023-03-09,844,844,0.0,Monitor,Cash,Instagram,6
C45599,1,5.0,2379.75,2379.75,475.95,8.0,2023-02-16,2023-02-16,865,865,0.0,Printer,Credit Card,Facebook,5
C45671,1,2.0,1314.96,1314.96,657.48,5.0,2024-03-01,2024-03-01,486,486,0.0,Tablet,Online,Referral,3
C45862,1,1.0,176.1,176.1,176.1,1.0,2023-07-29,2023-07-29,702,702,0.0,Chair,Credit Card,Instagram,1
C45899,1,2.0,1285.96,1285.96,642.98,7.0,2023-12-23,2023-12-23,555,555,0.0,Monitor,Debit Card,Email,6
C46015,1,5.0,1812.3,1812.3,362.46,6.0,2024-11-18,2024-11-18,224,224,0.0,Laptop,Cash,Instagram,0
C46210,1,3.0,1286.64,1286.64,428.88,3.0,2024-09-24,2024-09-24,279,279,0.0,Laptop,Debit Card,Facebook,0
C46316,1,2.0,930.36,930.36,465.18,2.0,2025-05-06,2025-05-06,55,55,0.02,Laptop,Credit Card,Google,0
C46504,1,2.0,745.84,745.84,372.92,7.0,2023-02-21,2023-02-21,860,860,0.0,Tablet,Credit Card,Email,3
C46509,1,2.0,1174.98,1174.98,587.49,6.0,2024-02-27,2024-02-27,489,489,0.0,Chair,Gift Card,Referral,1
C46557,1,2.0,237.18,237.18,118.59,2.0,2024-03-18,2024-03-18,469,469,0.0,Desk,Credit Card,Email,7
C46651,2,5.0,1360.8899999999999,680.4449999999999,239.025,5.0,2023-08-01,2024-03-20,699,467,0.0,Chair,Cash,Facebook,4
C46873,1,4.0,1965.16,1965.16,491.29,6.0,2024-09-06,2024-09-06,297,297,0.0,Desk,Debit Card,Email,7
C46877,1,1.0,210.7,210.7,210.7,2.0,2025-02-02,2025-02-02,148,148,0.01,Laptop,Online,Referral,0
C46886,1,3.0,1849.17,1849.17,616.39,6.0,2025-06-08,2025-06-08,22,22,0.04,Desk,Credit Card,Instagram,7
C46920,1,2.0,1362.12,1362.12,681.06,3.0,2024-01-21,2024-01-21,526,526,0.0,Laptop,Debit Card,Facebook,0
C46967,1,2.0,1026.84,1026.84,513.42,5.0,2023-12-23,2023-12-23,555,555,0.0,Tablet,Online,Instagram,3
C47022,1,3.0,500.97,500.97,166.99,8.0,2024-04-07,2024-04-07,449,449,0.0,Monitor,Cash,Facebook,6
C47086,1,4.0,609.16,609.16,152.29,6.0,2023-08-09,2023-08-09,691,691,0.0,Phone,Debit Card,Google,2
C47283,1,1.0,263.96,263.96,263.96,2.0,2024-05-13,2024-05-13,413,413,0.0,Monitor,Gift Card,Google,6
C47284,1,3.0,893.01,893.01,297.67,6.0,2024-09-21,2024-09-21,282,282,0.0,Phone,Online,Google,2
C47307,1,2.0,1202.86,1202.86,601.43,5.0,2023-11-02,2023-11-02,606,606,0.0,Chair,Online,Instagram,1
C47365,1,2.0,82.0,82.0,41.0,7.0,2025-05-03,2025-05-03,58,58,0.02,Laptop,Online,Email,0
C47486,1,1.0,320.92,320.92,320.92,5.0,2024-12-04,2024-12-04,208,208,0.0,Chair,Online,Facebook,1
C47761,1,4.0,1165.4,1165.4,291.35,6.0,2023-03-19,2023-03-19,834,834,0.0,Printer,Credit Card,Facebook,1
C47778,1,5.0,3330.4075,3330.4075,666.8,7.0,2023-10-30,2023-10-30,609,609,0.0,Printer,Debit Card,Referral,5
C47823,1,2.0,956.72,956.72,478.36,3.0,2024-12-03,2024-12-03,209,209,0.0,Phone,Online,Google,2
C48120,1,1.0,280.25,280.25,280.25,5.0,2025-03-27,2025-03-27,95,95,0.01,Chair,Online,Email,1
C48176,1,4.0,1736.92,1736.92,434.23,8.0,2024-11-18,2024-11-18,224,224,0.0,Printer,Online,Email,1
C48207,1,2.0,833.62,833.62,416.81,2.0,2024-04-07,2024-04-07,449,449,0.0,Printer,Cash,Facebook,1
C48453,1,5.0,3194.0,3194.0,638.8,10.0,2024-06-19,2024-06-19,376,376,0.0,Desk,Debit Card,Referral,5
C48510,1,2.0,1042.8,1042.8,521.4,7.0,2025-04-16,2025-04-16,75,75,0.01,Laptop,Cash,Instagram,0
C48531,1,1.0,30.54,30.54,30.54,1.0,2024-12-07,2024-12-07,205,205,0.0,Tablet,Debit Card,Google,3
C48577,1,4.0,1640.84,1640.84,410.21,5.0,2024-07-29,2024-07-29,336,336,0.0,Printer,Cash,Instagram,1
C48601,1,1.0,414.47,414.47,414.47,3.0,2023-05-27,2023-05-27,765,765,0.0,Printer,Debit Card,Instagram,1
C48646,1,5.0,1159.1,1159.1,231.82,6.0,2024-06-14,2024-06-14,381,381,0.0,Phone,Debit Card,Facebook,2
C48649,1,3.0,204.36,204.36,68.12,3.0,2024-07-24,2024-07-24,341,341,0.0,Monitor,Online,Email,6
C48713,1,5.0,159.8,159.8,31.96,5.0,2024-03-10,2024-03-10,477,477,0.0,Printer,Credit Card,Referral,1
C48790,1,5.0,107.7,107.7,21.54,10.0,2024-07-22,2024-07-22,343,343,0.0,Laptop,Gift Card,Google,0
C48846,1,2.0,904.1,904.1,452.05,3.0,2025-05-31,2025-05-31,30,30,0.03,Printer,Credit Card,Email,1
C48939,1,5.0,2147.25,2147.25,429.45,5.0,2023-07-05,2023-07-05,726,726,0.0,Printer,Gift Card,Email,5
C48942,1,4.0,2654.68,2654.68,663.67,7.0,2023-11-25,2023-11-25,583,583,0.0,Tablet,Credit Card,Google,5
C48946,1,5.0,309.85,309.85,61.97,6.0,2025-05-02,2025-05-02,59,59,0.02,Laptop,Cash,Email,0
C48965,1,1.0,299.35,299.35,299.35,5.0,2023-10-31,2023-10-31,608,608,0.0,Printer,Credit Card,Email,1
C49009,1,5.0,537.4,537.4,107.48,9.0,2023-01-25,2023-01-25,887,887,0.0,Printer,Debit Card,Email,1
C49111,1,3.0,1510.17,1510.17,503.39,5.0,2025-02-27,2025-02-27,123,123,0.01,Monitor,Online,Facebook,6
C49137,1,2.0,598.46,598.46,299.23,2.0,2025-06-28,2025-06-28,2,2,0.33,Desk,Credit Card,Instagram,7
C49187,1,1.0,535.5,535.5,535.5,5.0,2023-03-08,2023-03-08,845,845,0.0,Tablet,Gift Card,Referral,3
C49198,1,3.0,1940.37,1940.37,646.79,5.0,2023-08-17,2023-08-17,683,683,0.0,Monitor,Cash,Google,6
C49282,1,5.0,253.7,253.7,50.74,7.0,2023-06-15,2023-06-15,746,746,0.0,Chair,Gift Card,Google,1
C49491,1,5.0,114.7,114.7,22.94,10.0,2023-04-12,2023-04-12,810,810,0.0,Chair,Cash,Email,1
C49517,1,1.0,594.96,594.96,594.96,6.0,2025-01-04,2025-01-04,177,177,0.01,Printer,Cash,Facebook,1
C49605,1,2.0,457.82,457.82,228.91,4.0,2024-05-10,2024-05-10,416,416,0.0,Monitor,Debit Card,Referral,6
C49710,1,4.0,1637.12,1637.12,409.28,8.0,2024-01-13,2024-01-13,534,534,0.0,Chair,Cash,Email,5
C49720,1,3.0,391.83,391.83,130.61,4.0,2025-06-25,2025-06-25,5,5,0.17,Printer,Debit Card,Facebook,1
C49726,1,1.0,17.98,17.98,17.98,6.0,2023-11-14,2023-11-14,594,594,0.0,Tablet,Cash,Email,3
C49831,1,3.0,1474.29,1474.29,491.43,6.0,2023-11-30,2023-11-30,578,578,0.0,Desk,Gift Card,Instagram,7
C49838,1,2.0,1105.66,1105.66,552.83,3.0,2024-06-24,2024-06-24,371,371,0.0,Printer,Credit Card,Referral,1
C49938,1,1.0,62.12,62.12,62.12,2.0,2024-09-03,2024-09-03,300,300,0.0,Monitor,Cash,Email,6
C49995,1,4.0,984.44,984.44,246.11,4.0,2023-03-23,2023-03-23,830,830,0.0,Laptop,Credit Card,Instagram,0
C50087,1,3.0,366.33,366.33,122.11,4.0,2023-10-16,2023-10-16,623,623,0.0,Chair,Online,Email,1
C50097,1,5.0,2339.05,2339.05,467.81,10.0,2024-07-22,2024-07-22,343,343,0.0,Chair,Online,Facebook,5
C50114,1,2.0,98.16,98.16,49.08,7.0,2025-03-30,2025-03-30,92,92,0.01,Monitor,Debit Card,Instagram,6
C50121,1,1.0,583.18,583.18,583.18,5.0,2024-05-24,2024-05-24,402,402,0.0,Phone,Credit Card,Google,2
C50137,1,3.0,59.19,59.19,19.73,3.0,2023-07-07,2023-07-07,724,724,0.0,Phone,Online,Referral,2
C50159,1,3.0,667.02,667.02,222.34,5.0,2023-11-27,2023-11-27,581,581,0.0,Printer,Credit Card,Email,1
C50211,1,2.0,53.0,53.0,26.5,3.0,2024-04-22,2024-04-22,434,434,0.0,Tablet,Online,Instagram,3
C50236,1,4.0,2463.32,2463.32,615.83,4.0,2025-05-25,2025-05-25,36,36,0.03,Desk,Online,Instagram,5
C50274,1,3.0,1528.26,1528.26,509.42,5.0,2023-07-23,2023-07-23,708,708,0.0,Monitor,Credit Card,Google,6
C50275,1,5.0,269.65,269.65,53.93,7.0,2024-09-04,2024-09-04,299,299,0.0,Phone,Gift Card,Instagram,2
C50304,1,2.0,930.3,930.3,465.15,2.0,2024-12-07,2024-12-07,205,205,0.0,Monitor,Online,Facebook,6
C50415,1,5.0,2830.35,2830.35,566.07,6.0,2024-10-10,2024-10-10,263,263,0.0,Monitor,Credit Card,Instagram,5
C50422,1,2.0,1129.16,1129.16,564.58,4.0,2025-02-21,2025-02-21,129,129,0.01,Monitor,Online,Facebook,6
C50565,1,1.0,411.34,411.34,411.34,5.0,2024-09-03,2024-09-03,300,300,0.0,Tablet,Debit Card,Instagram,3
C50612,1,4.0,226.64,226.64,56.66,4.0,2024-01-12,2024-01-12,535,535,0.0,Chair,Online,Instagram,1
C50682,1,2.0,501.96,501.96,250.98,5.0,2024-11-26,2024-11-26,216,216,0.0,Monitor,Credit Card,Google,6
C50683,1,2.0,576.42,576.42,288.21,5.0,2023-10-15,2023-10-15,624,624,0.0,Chair,Debit Card,Email,1
C50732,1,4.0,590.04,590.04,147.51,4.0,2024-12-11,2024-12-11,201,201,0.0,Chair,Debit Card,Instagram,1
C50967,1,2.0,364.8,364.8,182.4,5.0,2023-02-04,2023-02-04,877,877,0.0,Phone,Gift Card,Referral,2
C51024,1,1.0,489.8,489.8,489.8,4.0,2023-08-02,2023-08-02,698,698,0.0,Monitor,Gift Card,Facebook,6
C51145,1,4.0,2403.24,2403.24,600.81,9.0,2024-04-16,2024-04-16,440,440,0.0,Printer,Debit Card,Email,5
C51157,1,3.0,1778.61,1778.61,592.87,3.0,2023-09-17,2023-09-17,652,652,0.0,Desk,Gift Card,Referral,7
C51404,1,2.0,378.12,378.12,189.06,7.0,2024-01-18,2024-01-18,529,529,0.0,Monitor,Gift Card,Facebook,6
C51481,1,5.0,1244.2,1244.2,248.84,10.0,2023-06-23,2023-06-23,738,738,0.0,Monitor,Debit Card,Instagram,6
C51494,1,2.0,977.74,977.74,488.87,4.0,2025-03-08,2025-03-08,114,114,0.01,Laptop,Online,Google,0
C51694,1,2.0,1361.7,1361.7,680.85,6.0,2024-08-25,2024-08-25,309,309,0.0,Chair,Gift Card,Referral,5
C51811,1,3.0,1335.36,1335.36,445.12,8.0,2023-06-02,2023-06-02,759,759,0.0,Chair,Gift Card,Google,5
C51898,1,4.0,898.44,898.44,224.61,6.0,2024-01-23,2024-01-23,524,524,0.0,Printer,Credit Card,Facebook,1
C51921,1,3.0,1318.59,1318.59,439.53,5.0,2023-08-11,2023-08-11,689,689,0.0,Laptop,Debit Card,Google,0
C52184,1,1.0,162.77,162.77,162.77,4.0,2023-06-05,2023-06-05,756,756,0.0,Chair,Online,Facebook,1
C52313,1,2.0,836.52,836.52,418.26,2.0,2023-11-19,2023-11-19,589,589,0.0,Phone,Debit Card,Google,2
C52342,1,5.0,369.15,369.15,73.83,9.0,2025-02-07,2025-02-07,143,143,0.01,Laptop,Debit Card,Instagram,0
C52604,1,5.0,506.5,506.5,101.3,7.0,2024-11-23,2024-11-23,219,219,0.0,Printer,Online,Email,1
C52717,1,5.0,2756.35,2756.35,551.27,7.0,2025-04-19,2025-04-19,72,72,0.01,Desk,Online,Referral,5
C52751,1,4.0,1055.72,1055.72,263.93,4.0,2023-10-27,2023-10-27,612,612,0.0,Laptop,Debit Card,Facebook,0
C52879,1,5.0,3194.6,3194.6,638.92,5.0,2025-05-06,2025-05-06,55,55,0.02,Tablet,Credit Card,Google,5
C52914,1,4.0,839.96,839.96,209.99,8.0,2023-03-19,2023-03-19,834,834,0.0,Desk,Cash,Google,7
C52915,1,2.0,657.08,657.08,328.54,6.0,2023-12-13,2023-12-13,565,565,0.0,Printer,Gift Card,Email,1
C53049,1,2.0,1126.12,1126.12,563.06,6.0,2023-12-02,2023-12-02,576,576,0.0,Laptop,Cash,Instagram,0
C53070,1,4.0,2048.24,2048.24,512.06,5.0,2024-04-11,2024-04-11,445,445,0.0,Chair,Online,Google,5
C53215,1,1.0,265.38,265.38,265.38,6.0,2023-06-20,2023-06-20,741,741,0.0,Monitor,Credit Card,Email,6
C53252,1,4.0,570.32,570.32,142.58,4.0,2024-05-26,2024-05-26,400,400,0.0,Printer,Cash,Facebook,1
C53277,1,3.0,1595.16,1595.16,531.72,7.0,2025-02-18,2025-02-18,132,132,0.01,Desk,Gift Card,Google,7
C53334,1,3.0,1496.04,1496.04,498.68,4.0,2023-08-06,2023-08-06,694,694,0.0,Chair,Online,Email,5
C53464,1,5.0,3299.25,3299.25,659.85,9.0,2024-06-29,2024-06-29,366,366,0.0,Printer,Credit Card,Facebook,5
C53488,1,3.0,410.52,410.52,136.84,3.0,2024-05-12,2024-05-12,414,414,0.0,Desk,Cash,Facebook,7
C53501,1,1.0,249.57,249.57,249.57,3.0,2024-06-08,2024-06-08,387,387,0.0,Monitor,Cash,Google,6
C53545,1,3.0,1084.17,1084.17,361.39,8.0,2023-06-29,2023-06-29,732,732,0.0,Desk,Credit Card,Referral,7
C53627,1,5.0,1527.45,1527.45,305.49,10.0,2023-11-08,2023-11-08,600,600,0.0,Phone,Debit Card,Referral,2
C53631,1,3.0,595.89,595.89,198.63,8.0,2025-06-11,2025-06-11,19,19,0.05,Monitor,Cash,Instagram,6
C53645,1,3.0,1450.59,1450.59,483.53,4.0,2025-02-14,2025-02-14,136,136,0.01,Chair,Cash,Referral,1
C53697,1,4.0,827.36,827.36,206.84,5.0,2023-06-27,2023-06-27,734,734,0.0,Monitor,Cash,Instagram,6
C53810,1,4.0,2358.28,2358.28,589.57,8.0,2024-06-06,2024-06-06,389,389,0.0,Phone,Cash,Instagram,5
C54160,1,3.0,1010.13,1010.13,336.71,4.0,2023-06-13,2023-06-13,748,748,0.0,Desk,Credit Card,Email,7
C54277,1,2.0,519.16,519.16,259.58,7.0,2025-03-12,2025-03-12,110,110,0.01,Tablet,Debit Card,Instagram,3
C54298,1,3.0,1437.63,1437.63,479.21,5.0,2023-05-21,2023-05-21,771,771,0.0,Tablet,Cash,Referral,3
C54390,1,3.0,580.74,580.74,193.58,7.0,2025-01-03,2025-01-03,178,178,0.01,Printer,Gift Card,Email,1
C54409,1,3.0,1018.17,1018.17,339.39,7.0,2025-04-24,2025-04-24,67,67,0.01,Desk,Cash,Google,7
C54494,1,2.0,352.92,352.92,176.46,2.0,2023-09-02,2023-09-02,667,667,0.0,Tablet,Credit Card,Email,3
C54499,1,1.0,668.48,668.48,668.48,1.0,2023-12-03,2023-12-03,575,575,0.0,Monitor,Debit Card,Email,6
C54595,1,1.0,121.96,121.96,121.96,3.0,2025-03-18,2025-03-18,104,104,0.01,Phone,Debit Card,Google,2
C54675,1,2.0,1291.7,1291.7,645.85,5.0,2023-01-01,2023-01-01,911,911,0.0,Chair,Online,Referral,1
C54725,1,2.0,289.32,289.32,144.66,7.0,2025-05-09,2025-05-09,52,52,0.02,Chair,Online,Google,1
C54759,1,1.0,109.29,109.29,109.29,5.0,2024-11-27,2024-11-27,215,215,0.0,Laptop,Debit Card,Google,0
C54829,1,5.0,312.55,312.55,62.51,9.0,2023-05-08,2023-05-08,784,784,0.0,Chair,Cash,Instagram,1
C54886,1,1.0,355.15,355.15,355.15,2.0,2024-06-25,2024-06-25,370,370,0.0,Phone,Cash,Email,2
C55164,1,3.0,1979.64,1979.64,659.88,3.0,2023-03-16,2023-03-16,837,837,0.0,Tablet,Gift Card,Google,3
C55205,1,4.0,793.4,793.4,198.35,7.0,2024-04-09,2024-04-09,447,447,0.0,Tablet,Cash,Google,3
C55286,1,5.0,2873.95,2873.95,574.79,8.0,2024-02-21,2024-02-21,495,495,0.0,Tablet,Credit Card,Referral,5
C55354,1,2.0,684.22,684.22,342.11,2.0,2024-08-30,2024-08-30,304,304,0.0,Desk,Gift Card,Instagram,7
C55388,1,3.0,1213.86,1213.86,404.62,6.0,2023-03-27,2023-03-27,826,826,0.0,Tablet,Gift Card,Instagram,3
C55454,1,1.0,677.48,677.48,677.48,1.0,2023-05-01,2023-05-01,791,791,0.0,Monitor,Online,Facebook,6
C55464,1,1.0,601.36,601.36,601.36,1.0,2024-11-11,2024-11-11,231,231,0.0,Phone,Online,Facebook,2
C55590,1,1.0,625.51,625.51,625.51,1.0,2024-12-19,2024-12-19,193,193,0.01,Printer,Credit Card,Facebook,1
C55606,1,4.0,1102.0,1102.0,275.5,8.0,2025-05-03,2025-05-03,58,58,0.02,Desk,Gift Card,Google,7
C55632,1,5.0,2158.45,2158.45,431.69,10.0,2023-08-05,2023-08-05,695,695,0.0,Chair,Credit Card,Facebook,5
C55636,1,4.0,1702.4,1702.4,425.6,5.0,2023-04-21,2023-04-21,801,801,0.0,Monitor,Credit Card,Google,6
C55757,1,2.0,922.26,922.26,461.13,4.0,2023-09-10,2023-09-10,659,659,0.0,Printer,Gift Card,Email,1
C55778,1,5.0,551.9,551.9,110.38,10.0,2023-11-09,2023-11-09,599,599,0.0,Desk,Cash,Referral,7
C55819,1,5.0,1268.75,1268.75,253.75,9.0,2023-09-01,2023-09-01,668,668,0.0,Chair,Online,Instagram,5
C55996,1,5.0,2543.45,2543.45,508.69,10.0,2023-07-14,2023-07-14,717,717,0.0,Printer,Cash,Google,5
C56266,1,4.0,640.88,640.88,160.22,9.0,2024-09-28,2024-09-28,275,275,0.0,Desk,Debit Card,Instagram,7
C56506,1,3.0,773.52,773.52,257.84,4.0,2024-03-10,2024-03-10,477,477,0.0,Phone,Online,Instagram,2
C56553,1,3.0,212.43,212.43,70.81,8.0,2024-07-15,2024-07-15,350,350,0.0,Tablet,Credit Card,Referral,3
C56564,1,2.0,507.48,507.48,253.74,5.0,2025-03-05,2025-03-05,117,117,0.01,Phone,Online,Google,2
C56622,1,2.0,1095.34,1095.34,547.67,3.0,2025-04-08,2025-04-08,83,83,0.01,Phone,Gift Card,Instagram,2
C56722,1,5.0,110.35,110.35,22.07,7.0,2025-04-03,2025-04-03,88,88,0.01,Tablet,Online,Instagram,3
C56796,1,1.0,678.38,678.38,678.38,4.0,2025-02-14,2025-02-14,136,136,0.01,Phone,Credit Card,Referral,2
